SwitchingActivity,Capacitance_pF,Voltage_V,Frequency_MHz,GateCount,FanOut,Temperature_C,ProcessFactor,DynamicPower_mW
0.193524658235208,699.029315211371,0.987414401069723,701.251614260295,324480,3.5525782734887,93.7444274023297,1.08933971546909,124.849372357956
0.475850010140859,137.494434221032,0.841451096554189,494.192414139797,87020,2.83716981413677,96.2660205545895,1.07928264735586,29.2340962747043
0.368677031487589,760.222054982553,0.883145465948753,102.921550908753,436325,4.85799409945576,25.3307600485233,0.947099457031214,23.9550308944295
0.303342657256548,697.894507005074,1.03003486960887,922.584643154122,306945,1.87591380393695,48.7806273532267,0.952551955543009,215.432426257459
0.0864491338167939,161.16691895966,1.12578361780008,981.312676232562,79444,3.35142566399576,87.803352209892,1.09628761442649,23.1809675473287
0.0864373149647393,1168.35570831536,0.763331280503865,459.491244451243,481207,3.80084005996089,65.2333904013651,0.947312140390574,29.4951936193901
0.0384609699624177,500.827305695549,0.805246077582642,632.977767038861,259664,4.30225795738153,85.5631550111615,1.09069586489652,10.453774506843
0.434426311429718,88.5741069846612,1.15844363781745,477.783694931559,37376,2.62788412171203,88.9992462128453,1.02995074101935,30.1941993445699
0.304546355754172,611.562726726296,0.947107075445667,355.785668341815,313790,3.74768763062993,58.1969664955992,0.910021887808214,69.4553751004453
0.356955563120062,315.722351299583,0.707377090281001,123.452853214917,127346,2.21280588553713,51.9237203518589,0.967145439892167,7.09288525289216
0.0200864022049432,988.959194200749,0.99821708334743,483.264343877434,402043,2.74190436944728,59.1574949537894,0.995230814382578,10.8068923462242
0.485255827559377,748.288851422759,1.19445729332363,827.465328541479,409094,4.5825085248136,73.95964019682,1.06661857829009,587.311699045494
0.417896893992207,1167.89770705067,1.09407213868224,66.1798880336034,489495,4.79963043732382,52.5369364665114,0.96571708265507,44.6100231207043
0.114046164232355,590.266970653163,1.04744468193084,603.002299021211,251433,3.87526938770906,83.1241216523315,0.962115662424909,51.360422111827
0.0990942339314793,390.074476239823,0.724827992559761,886.733503290354,228023,2.49740756310474,92.7994595263767,1.08405265180573,23.0415373284252
0.0998682098281826,800.825616739281,1.1256838708104,256.67195851364,376985,4.28023115989866,46.1733401619045,0.915806869080235,26.3790838312222
0.159078699050173,105.530128740708,0.915473306121328,224.093071454609,67102,1.10346832690168,97.374223313068,1.010304242943,3.48100904501238
0.267130651499797,640.050770185736,1.13357401324317,783.662794416846,273911,1.41098364215768,71.7043935043983,1.00084785396962,181.80631928005
0.221653059134637,458.11891371712,0.797896697654928,292.332109563329,273578,3.64549494550144,90.8626578414806,0.911466952044502,20.3308371877733
0.152702278697041,71.702978674156,0.63723063158126,232.385054182616,45647,2.16499430108023,32.7937326454079,0.917551844103862,0.951084612282846
0.309807918413966,398.236516728451,0.885585581195848,409.089788040773,209574,4.80554487360191,43.8624352792179,0.976393486595601,47.0877728106878
0.0783519917195005,886.407522610803,0.761902562890727,422.876911656707,426789,2.74424244836922,49.0764309574444,0.926832243868956,18.2847318829421
0.153150877782257,1008.42489491142,1.02913757386578,880.396009865738,428221,2.71745928155671,47.7116613380885,0.995614380889571,156.036405639584
0.189517303213909,124.996258146833,1.17426393171362,637.521298336993,50519,3.71231804076373,37.8895867448899,1.02177777708144,23.2775019294318
0.233474292266348,89.738379064095,1.01458449069094,435.66338352261,46269,4.07027424922476,90.1150710643624,1.0382793369006,12.2014762948682
0.394736221082577,206.111631822509,1.13216035782552,557.668566071478,132085,2.90223495250055,56.3959105967162,1.00929401318415,66.5973653194911
0.107840153257596,984.00830786403,0.871814408160724,956.26697165901,437509,1.8560036068469,97.2347659350091,0.975932003178663,89.5513344593377
0.26197487482267,134.90124744306,1.06298444231718,157.553942779401,65322,4.09323457090249,68.760427509261,0.925951725320927,7.12644205940181
0.300283138742401,701.784345829218,1.10582606200302,247.329745638457,360279,2.28140509949451,35.3795976733647,0.949497082961416,66.2239302388953
0.0327607022327989,93.1429711491007,1.02652537655013,964.402271257228,51481,1.70044307717543,65.9428532375468,0.983884335403171,3.20735981532188
0.307696977431705,624.64021116668,0.904666371641739,959.458606100844,311946,3.52656075970005,99.5158860793182,1.08482289668046,194.068114066806
0.0935568206067728,328.529755685569,0.975519665769221,218.307150201534,178677,1.3618146679614,67.3878765324456,0.940520116238879,6.41812001462715
0.041875280562787,890.770359820115,1.02030419740733,187.853376269033,394668,4.88541070034422,25.1402008847172,0.982668846186531,8.27777996570886
0.474953913254133,240.384381538196,0.751850641932856,450.030877621689,117611,3.52958905764855,94.9809927692814,1.04646177147481,38.3819753934789
0.483159696206534,760.500967513898,1.08574755654899,97.2323778635707,319962,4.94358208368702,42.6170804596142,1.04104067040038,53.4789109946552
0.406114700577066,242.374525996997,1.17019472338036,672.158355670883,118605,2.35557369391454,76.6396789801717,1.09311851889479,119.664014692002
0.159260746894952,620.763058264716,0.879143589107962,123.621220578655,357117,4.88482064476159,63.6310116216582,0.938180259335935,10.5567897619333
